"Header";"Name"
"HC02_MOE_VC57_transit";"Car, truck, or van -- drove alone; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below 100 percent of the poverty level"
"HC03_EST_VC57_transit";"Car, truck, or van -- carpooled; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below 100 percent of the poverty level"
"HC03_MOE_VC57_transit";"Car, truck, or van -- carpooled; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below 100 percent of the poverty level"
"HC04_EST_VC57_transit";"Public transportation (excluding taxicab); Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below 100 percent of the poverty level"
"HC04_MOE_VC57_transit";"Public transportation (excluding taxicab); Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below 100 percent of the poverty level"
"HC01_EST_VC58_transit";"Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - 100 to 149 percent of the poverty level"
"HC01_MOE_VC58_transit";"Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - 100 to 149 percent of the poverty level"
"HC02_EST_VC58_transit";"Car, truck, or van -- drove alone; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - 100 to 149 percent of the poverty level"
"HC02_MOE_VC58_transit";"Car, truck, or van -- drove alone; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - 100 to 149 percent of the poverty level"
"HC03_EST_VC58_transit";"Car, truck, or van -- carpooled; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - 100 to 149 percent of the poverty level"
"HC03_MOE_VC58_transit";"Car, truck, or van -- carpooled; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - 100 to 149 percent of the poverty level"
"HC04_EST_VC58_transit";"Public transportation (excluding taxicab); Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - 100 to 149 percent of the poverty level"
"HC04_MOE_VC58_transit";"Public transportation (excluding taxicab); Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - 100 to 149 percent of the poverty level"
"HC01_EST_VC59_transit";"Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above 150 percent of the poverty level"
"HC01_MOE_VC59_transit";"Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - At or above 150 percent of the poverty level"
"HC02_EST_VC59_transit";"Car, truck, or van -- drove alone; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above 150 percent of the poverty level"
"HC02_MOE_VC59_transit";"Car, truck, or van -- drove alone; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - At or above 150 percent of the poverty level"
"HC03_EST_VC59_transit";"Car, truck, or van -- carpooled; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above 150 percent of the poverty level"
"HC03_MOE_VC59_transit";"Car, truck, or van -- carpooled; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - At or above 150 percent of the poverty level"
"HC04_EST_VC59_transit";"Public transportation (excluding taxicab); Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above 150 percent of the poverty level"
"HC04_MOE_VC59_transit";"Public transportation (excluding taxicab); Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - At or above 150 percent of the poverty level"
"HC01_EST_VC61_transit";"Total; Estimate; Workers 16 years and over"
"HC01_MOE_VC61_transit";"Total; Margin of Error; Workers 16 years and over"
"HC02_EST_VC61_transit";"Car, truck, or van -- drove alone; Estimate; Workers 16 years and over"
"HC02_MOE_VC61_transit";"Car, truck, or van -- drove alone; Margin of Error; Workers 16 years and over"
"HC03_EST_VC61_transit";"Car, truck, or van -- carpooled; Estimate; Workers 16 years and over"
"HC03_MOE_VC61_transit";"Car, truck, or van -- carpooled; Margin of Error; Workers 16 years and over"
"HC04_EST_VC61_transit";"Public transportation (excluding taxicab); Estimate; Workers 16 years and over"
"HC04_MOE_VC61_transit";"Public transportation (excluding taxicab); Margin of Error; Workers 16 years and over"
"HC01_EST_VC63_transit";"Total; Estimate; OCCUPATION - Management, business, science, and arts occupations"
"HC01_MOE_VC63_transit";"Total; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
"HC02_EST_VC63_transit";"Car, truck, or van -- drove alone; Estimate; OCCUPATION - Management, business, science, and arts occupations"
"HC02_MOE_VC63_transit";"Car, truck, or van -- drove alone; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
"HC03_EST_VC63_transit";"Car, truck, or van -- carpooled; Estimate; OCCUPATION - Management, business, science, and arts occupations"
"HC03_MOE_VC63_transit";"Car, truck, or van -- carpooled; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
"HC04_EST_VC63_transit";"Public transportation (excluding taxicab); Estimate; OCCUPATION - Management, business, science, and arts occupations"
"HC04_MOE_VC63_transit";"Public transportation (excluding taxicab); Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
"HC01_EST_VC64_transit";"Total; Estimate; OCCUPATION - Service occupations"
"HC01_MOE_VC64_transit";"Total; Margin of Error; OCCUPATION - Service occupations"
"HC02_EST_VC64_transit";"Car, truck, or van -- drove alone; Estimate; OCCUPATION - Service occupations"
"HC02_MOE_VC64_transit";"Car, truck, or van -- drove alone; Margin of Error; OCCUPATION - Service occupations"
"HC03_EST_VC64_transit";"Car, truck, or van -- carpooled; Estimate; OCCUPATION - Service occupations"
"HC03_MOE_VC64_transit";"Car, truck, or van -- carpooled; Margin of Error; OCCUPATION - Service occupations"
"HC04_EST_VC64_transit";"Public transportation (excluding taxicab); Estimate; OCCUPATION - Service occupations"
"HC04_MOE_VC64_transit";"Public transportation (excluding taxicab); Margin of Error; OCCUPATION - Service occupations"
"HC01_EST_VC65_transit";"Total; Estimate; OCCUPATION - Sales and office occupations"
"HC01_MOE_VC65_transit";"Total; Margin of Error; OCCUPATION - Sales and office occupations"
"HC02_EST_VC65_transit";"Car, truck, or van -- drove alone; Estimate; OCCUPATION - Sales and office occupations"
"HC02_MOE_VC65_transit";"Car, truck, or van -- drove alone; Margin of Error; OCCUPATION - Sales and office occupations"
"HC03_EST_VC65_transit";"Car, truck, or van -- carpooled; Estimate; OCCUPATION - Sales and office occupations"
"HC03_MOE_VC65_transit";"Car, truck, or van -- carpooled; Margin of Error; OCCUPATION - Sales and office occupations"
"HC04_EST_VC65_transit";"Public transportation (excluding taxicab); Estimate; OCCUPATION - Sales and office occupations"
"HC04_MOE_VC65_transit";"Public transportation (excluding taxicab); Margin of Error; OCCUPATION - Sales and office occupations"
"HC01_EST_VC66_transit";"Total; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
"HC01_MOE_VC66_transit";"Total; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
"HC02_EST_VC66_transit";"Car, truck, or van -- drove alone; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
"HC02_MOE_VC66_transit";"Car, truck, or van -- drove alone; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
"HC03_EST_VC66_transit";"Car, truck, or van -- carpooled; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
"HC03_MOE_VC66_transit";"Car, truck, or van -- carpooled; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
"HC04_EST_VC66_transit";"Public transportation (excluding taxicab); Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
"HC04_MOE_VC66_transit";"Public transportation (excluding taxicab); Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
"HC01_EST_VC67_transit";"Total; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
"HC01_MOE_VC67_transit";"Total; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
"HC02_EST_VC67_transit";"Car, truck, or van -- drove alone; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
"HC02_MOE_VC67_transit";"Car, truck, or van -- drove alone; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
"HC03_EST_VC67_transit";"Car, truck, or van -- carpooled; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
"HC03_MOE_VC67_transit";"Car, truck, or van -- carpooled; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
"HC04_EST_VC67_transit";"Public transportation (excluding taxicab); Estimate; OCCUPATION - Production, transportation, and material moving occupations"
"HC04_MOE_VC67_transit";"Public transportation (excluding taxicab); Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
"HC01_EST_VC68_transit";"Total; Estimate; OCCUPATION - Military specific occupations"
"HC01_MOE_VC68_transit";"Total; Margin of Error; OCCUPATION - Military specific occupations"
"HC02_EST_VC68_transit";"Car, truck, or van -- drove alone; Estimate; OCCUPATION - Military specific occupations"
"HC02_MOE_VC68_transit";"Car, truck, or van -- drove alone; Margin of Error; OCCUPATION - Military specific occupations"
"HC03_EST_VC68_transit";"Car, truck, or van -- carpooled; Estimate; OCCUPATION - Military specific occupations"
"HC03_MOE_VC68_transit";"Car, truck, or van -- carpooled; Margin of Error; OCCUPATION - Military specific occupations"
"HC04_EST_VC68_transit";"Public transportation (excluding taxicab); Estimate; OCCUPATION - Military specific occupations"
"HC04_MOE_VC68_transit";"Public transportation (excluding taxicab); Margin of Error; OCCUPATION - Military specific occupations"
"HC01_EST_VC71_transit";"Total; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
"HC01_MOE_VC71_transit";"Total; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
"HC02_EST_VC71_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
"HC02_MOE_VC71_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
"HC03_EST_VC71_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
"HC03_MOE_VC71_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
"HC04_EST_VC71_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
"HC04_MOE_VC71_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
"HC01_EST_VC72_transit";"Total; Estimate; INDUSTRY - Construction"
"HC01_MOE_VC72_transit";"Total; Margin of Error; INDUSTRY - Construction"
"HC02_EST_VC72_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Construction"
"HC02_MOE_VC72_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Construction"
"HC03_EST_VC72_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Construction"
"HC03_MOE_VC72_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Construction"
"HC04_EST_VC72_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Construction"
"HC04_MOE_VC72_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Construction"
"HC01_EST_VC73_transit";"Total; Estimate; INDUSTRY - Manufacturing"
"HC01_MOE_VC73_transit";"Total; Margin of Error; INDUSTRY - Manufacturing"
"HC02_EST_VC73_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Manufacturing"
"HC02_MOE_VC73_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Manufacturing"
"HC03_EST_VC73_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Manufacturing"
"HC03_MOE_VC73_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Manufacturing"
"HC04_EST_VC73_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Manufacturing"
"HC04_MOE_VC73_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Manufacturing"
"HC01_EST_VC74_transit";"Total; Estimate; INDUSTRY - Wholesale trade"
"HC01_MOE_VC74_transit";"Total; Margin of Error; INDUSTRY - Wholesale trade"
"HC02_EST_VC74_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Wholesale trade"
"HC02_MOE_VC74_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Wholesale trade"
"HC03_EST_VC74_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Wholesale trade"
"HC03_MOE_VC74_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Wholesale trade"
"HC04_EST_VC74_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Wholesale trade"
"HC04_MOE_VC74_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Wholesale trade"
"HC01_EST_VC75_transit";"Total; Estimate; INDUSTRY - Retail trade"
"HC01_MOE_VC75_transit";"Total; Margin of Error; INDUSTRY - Retail trade"
"HC02_EST_VC75_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Retail trade"
"HC02_MOE_VC75_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Retail trade"
"HC03_EST_VC75_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Retail trade"
"HC03_MOE_VC75_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Retail trade"
"HC04_EST_VC75_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Retail trade"
"HC04_MOE_VC75_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Retail trade"
"HC01_EST_VC76_transit";"Total; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
"HC01_MOE_VC76_transit";"Total; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
"HC02_EST_VC76_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
"HC02_MOE_VC76_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
"HC03_EST_VC76_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
"HC03_MOE_VC76_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
"HC04_EST_VC76_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Transportation and warehousing, and utilities"
"HC04_MOE_VC76_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
"HC01_EST_VC77_transit";"Total; Estimate; INDUSTRY - Information and finance and insurance, and real estate and rental and leasing"
"HC01_MOE_VC77_transit";"Total; Margin of Error; INDUSTRY - Information and finance and insurance, and real estate and rental and leasing"
"HC02_EST_VC77_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Information and finance and insurance, and real estate and rental and leasing"
"HC02_MOE_VC77_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Information and finance and insurance, and real estate and rental and leasing"
"HC03_EST_VC77_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Information and finance and insurance, and real estate and rental and leasing"
"HC03_MOE_VC77_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Information and finance and insurance, and real estate and rental and leasing"
"HC04_EST_VC77_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Information and finance and insurance, and real estate and rental and leasing"
"HC04_MOE_VC77_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Information and finance and insurance, and real estate and rental and leasing"
"HC01_EST_VC78_transit";"Total; Estimate; INDUSTRY - Professional, scientific, management, and administrative and waste management services"
"HC01_MOE_VC78_transit";"Total; Margin of Error; INDUSTRY - Professional, scientific, management, and administrative and waste management services"
"HC02_EST_VC78_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Professional, scientific, management, and administrative and waste management services"
"HC02_MOE_VC78_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Professional, scientific, management, and administrative and waste management services"
"HC03_EST_VC78_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Professional, scientific, management, and administrative and waste management services"
"HC03_MOE_VC78_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Professional, scientific, management, and administrative and waste management services"
"HC04_EST_VC78_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Professional, scientific, management, and administrative and waste management services"
"HC04_MOE_VC78_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Professional, scientific, management, and administrative and waste management services"
"HC01_EST_VC79_transit";"Total; Estimate; INDUSTRY - Educational services, and health care and social assistance"
"HC01_MOE_VC79_transit";"Total; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
"HC02_EST_VC79_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Educational services, and health care and social assistance"
"HC02_MOE_VC79_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
"HC03_EST_VC79_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Educational services, and health care and social assistance"
"HC03_MOE_VC79_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
"HC04_EST_VC79_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Educational services, and health care and social assistance"
"HC04_MOE_VC79_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
"HC01_EST_VC80_transit";"Total; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
"HC01_MOE_VC80_transit";"Total; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
"HC02_EST_VC80_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
"HC02_MOE_VC80_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
"HC03_EST_VC80_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
"HC03_MOE_VC80_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
"HC04_EST_VC80_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
"HC04_MOE_VC80_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
"HC01_EST_VC81_transit";"Total; Estimate; INDUSTRY - Other services (except public administration)"
"HC01_MOE_VC81_transit";"Total; Margin of Error; INDUSTRY - Other services (except public administration)"
"HC02_EST_VC81_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Other services (except public administration)"
"HC02_MOE_VC81_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Other services (except public administration)"
"HC03_EST_VC81_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Other services (except public administration)"
"HC03_MOE_VC81_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Other services (except public administration)"
"HC04_EST_VC81_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Other services (except public administration)"
"HC04_MOE_VC81_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Other services (except public administration)"
"HC01_EST_VC82_transit";"Total; Estimate; INDUSTRY - Public administration"
"HC01_MOE_VC82_transit";"Total; Margin of Error; INDUSTRY - Public administration"
"HC02_EST_VC82_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Public administration"
"HC02_MOE_VC82_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Public administration"
"HC03_EST_VC82_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Public administration"
"HC03_MOE_VC82_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Public administration"
"HC04_EST_VC82_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Public administration"
"HC04_MOE_VC82_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Public administration"
"HC01_EST_VC83_transit";"Total; Estimate; INDUSTRY - Armed forces"
"HC01_MOE_VC83_transit";"Total; Margin of Error; INDUSTRY - Armed forces"
"HC02_EST_VC83_transit";"Car, truck, or van -- drove alone; Estimate; INDUSTRY - Armed forces"
"HC02_MOE_VC83_transit";"Car, truck, or van -- drove alone; Margin of Error; INDUSTRY - Armed forces"
"HC03_EST_VC83_transit";"Car, truck, or van -- carpooled; Estimate; INDUSTRY - Armed forces"
"HC03_MOE_VC83_transit";"Car, truck, or van -- carpooled; Margin of Error; INDUSTRY - Armed forces"
"HC04_EST_VC83_transit";"Public transportation (excluding taxicab); Estimate; INDUSTRY - Armed forces"
"HC04_MOE_VC83_transit";"Public transportation (excluding taxicab); Margin of Error; INDUSTRY - Armed forces"
"HC01_EST_VC86_transit";"Total; Estimate; CLASS OF WORKER - Private wage and salary workers"
"HC01_MOE_VC86_transit";"Total; Margin of Error; CLASS OF WORKER - Private wage and salary workers"
"HC02_EST_VC86_transit";"Car, truck, or van -- drove alone; Estimate; CLASS OF WORKER - Private wage and salary workers"
"HC02_MOE_VC86_transit";"Car, truck, or van -- drove alone; Margin of Error; CLASS OF WORKER - Private wage and salary workers"
"HC03_EST_VC86_transit";"Car, truck, or van -- carpooled; Estimate; CLASS OF WORKER - Private wage and salary workers"
"HC03_MOE_VC86_transit";"Car, truck, or van -- carpooled; Margin of Error; CLASS OF WORKER - Private wage and salary workers"
"HC04_EST_VC86_transit";"Public transportation (excluding taxicab); Estimate; CLASS OF WORKER - Private wage and salary workers"
"HC04_MOE_VC86_transit";"Public transportation (excluding taxicab); Margin of Error; CLASS OF WORKER - Private wage and salary workers"
"HC01_EST_VC87_transit";"Total; Estimate; CLASS OF WORKER - Government workers"
"HC01_MOE_VC87_transit";"Total; Margin of Error; CLASS OF WORKER - Government workers"
"HC02_EST_VC87_transit";"Car, truck, or van -- drove alone; Estimate; CLASS OF WORKER - Government workers"
"HC02_MOE_VC87_transit";"Car, truck, or van -- drove alone; Margin of Error; CLASS OF WORKER - Government workers"
"HC03_EST_VC87_transit";"Car, truck, or van -- carpooled; Estimate; CLASS OF WORKER - Government workers"
"HC03_MOE_VC87_transit";"Car, truck, or van -- carpooled; Margin of Error; CLASS OF WORKER - Government workers"
"HC04_EST_VC87_transit";"Public transportation (excluding taxicab); Estimate; CLASS OF WORKER - Government workers"
"HC04_MOE_VC87_transit";"Public transportation (excluding taxicab); Margin of Error; CLASS OF WORKER - Government workers"
"HC01_EST_VC88_transit";"Total; Estimate; CLASS OF WORKER - Self-employed workers in own not incorporated business"
"HC01_MOE_VC88_transit";"Total; Margin of Error; CLASS OF WORKER - Self-employed workers in own not incorporated business"
"HC02_EST_VC88_transit";"Car, truck, or van -- drove alone; Estimate; CLASS OF WORKER - Self-employed workers in own not incorporated business"
"HC02_MOE_VC88_transit";"Car, truck, or van -- drove alone; Margin of Error; CLASS OF WORKER - Self-employed workers in own not incorporated business"
"HC03_EST_VC88_transit";"Car, truck, or van -- carpooled; Estimate; CLASS OF WORKER - Self-employed workers in own not incorporated business"
"HC03_MOE_VC88_transit";"Car, truck, or van -- carpooled; Margin of Error; CLASS OF WORKER - Self-employed workers in own not incorporated business"
"HC04_EST_VC88_transit";"Public transportation (excluding taxicab); Estimate; CLASS OF WORKER - Self-employed workers in own not incorporated business"
"HC04_MOE_VC88_transit";"Public transportation (excluding taxicab); Margin of Error; CLASS OF WORKER - Self-employed workers in own not incorporated business"
"HC01_EST_VC89_transit";"Total; Estimate; CLASS OF WORKER - Unpaid family workers"
"HC01_MOE_VC89_transit";"Total; Margin of Error; CLASS OF WORKER - Unpaid family workers"
"HC02_EST_VC89_transit";"Car, truck, or van -- drove alone; Estimate; CLASS OF WORKER - Unpaid family workers"
"HC02_MOE_VC89_transit";"Car, truck, or van -- drove alone; Margin of Error; CLASS OF WORKER - Unpaid family workers"
"HC03_EST_VC89_transit";"Car, truck, or van -- carpooled; Estimate; CLASS OF WORKER - Unpaid family workers"
"HC03_MOE_VC89_transit";"Car, truck, or van -- carpooled; Margin of Error; CLASS OF WORKER - Unpaid family workers"
"HC04_EST_VC89_transit";"Public transportation (excluding taxicab); Estimate; CLASS OF WORKER - Unpaid family workers"
"HC04_MOE_VC89_transit";"Public transportation (excluding taxicab); Margin of Error; CLASS OF WORKER - Unpaid family workers"
"HC01_EST_VC92_transit";"Total; Estimate; PLACE OF WORK - Worked in state of residence"
"HC01_MOE_VC92_transit";"Total; Margin of Error; PLACE OF WORK - Worked in state of residence"
"HC02_EST_VC92_transit";"Car, truck, or van -- drove alone; Estimate; PLACE OF WORK - Worked in state of residence"
"HC02_MOE_VC92_transit";"Car, truck, or van -- drove alone; Margin of Error; PLACE OF WORK - Worked in state of residence"
"HC03_EST_VC92_transit";"Car, truck, or van -- carpooled; Estimate; PLACE OF WORK - Worked in state of residence"
"HC03_MOE_VC92_transit";"Car, truck, or van -- carpooled; Margin of Error; PLACE OF WORK - Worked in state of residence"
"HC04_EST_VC92_transit";"Public transportation (excluding taxicab); Estimate; PLACE OF WORK - Worked in state of residence"
"HC04_MOE_VC92_transit";"Public transportation (excluding taxicab); Margin of Error; PLACE OF WORK - Worked in state of residence"
"HC01_EST_VC93_transit";"Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence"
"HC01_MOE_VC93_transit";"Total; Margin of Error; PLACE OF WORK - Worked in state of residence - Worked in county of residence"
"HC02_EST_VC93_transit";"Car, truck, or van -- drove alone; Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence"
"HC02_MOE_VC93_transit";"Car, truck, or van -- drove alone; Margin of Error; PLACE OF WORK - Worked in state of residence - Worked in county of residence"
"HC03_EST_VC93_transit";"Car, truck, or van -- carpooled; Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence"
"HC03_MOE_VC93_transit";"Car, truck, or van -- carpooled; Margin of Error; PLACE OF WORK - Worked in state of residence - Worked in county of residence"
"HC04_EST_VC93_transit";"Public transportation (excluding taxicab); Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence"
"HC04_MOE_VC93_transit";"Public transportation (excluding taxicab); Margin of Error; PLACE OF WORK - Worked in state of residence - Worked in county of residence"
"HC01_EST_VC94_transit";"Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence"
"HC01_MOE_VC94_transit";"Total; Margin of Error; PLACE OF WORK - Worked in state of residence - Worked outside county of residence"
"HC02_EST_VC94_transit";"Car, truck, or van -- drove alone; Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence"
"HC02_MOE_VC94_transit";"Car, truck, or van -- drove alone; Margin of Error; PLACE OF WORK - Worked in state of residence - Worked outside county of residence"
"HC03_EST_VC94_transit";"Car, truck, or van -- carpooled; Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence"
"HC03_MOE_VC94_transit";"Car, truck, or van -- carpooled; Margin of Error; PLACE OF WORK - Worked in state of residence - Worked outside county of residence"
"HC04_EST_VC94_transit";"Public transportation (excluding taxicab); Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence"
"HC04_MOE_VC94_transit";"Public transportation (excluding taxicab); Margin of Error; PLACE OF WORK - Worked in state of residence - Worked outside county of residence"
"HC01_EST_VC95_transit";"Total; Estimate; PLACE OF WORK - Worked outside state of residence"
"HC01_MOE_VC95_transit";"Total; Margin of Error; PLACE OF WORK - Worked outside state of residence"
"HC02_EST_VC95_transit";"Car, truck, or van -- drove alone; Estimate; PLACE OF WORK - Worked outside state of residence"
"HC02_MOE_VC95_transit";"Car, truck, or van -- drove alone; Margin of Error; PLACE OF WORK - Worked outside state of residence"
"HC03_EST_VC95_transit";"Car, truck, or van -- carpooled; Estimate; PLACE OF WORK - Worked outside state of residence"
"HC03_MOE_VC95_transit";"Car, truck, or van -- carpooled; Margin of Error; PLACE OF WORK - Worked outside state of residence"
